49.431713	29.961935	207.64209	24.671764
38.54868	29.478012	184.06042	28.197788
50.360737	27.123686	136.48056	35.90137
75.13489	32.94749	202.30995	33.157455
106.3565	37.669605	190.19891	21.960497
68.29861	31.707314	169.02719	32.00574
102.83525	35.248253	200.55977	25.490824
18.67781	20.273108	112.46377	35.53851
34.22087	20.673824	136.67331	34.80024
59.02203	23.766369	143.25168	36.248016
118.45688	38.812263	243.79466	22.26748
195.60283	4.634896	208.92355	6.2154117
14.396562	13.5484705	82.20911	30.885036
108.37726	28.107672	154.86693	12.488376
57.624943	28.874178	160.1145	39.47178
66.46821	25.03985	160.91176	30.857468
37.187153	28.445448	153.32259	38.08869
46.623486	24.214296	141.95406	40.194706
44.843307	31.2456	180.12358	22.744204
52.262356	31.328001	172.01149	36.362244
65.268845	29.127169	165.86153	33.784943
19.438745	18.493618	151.58392	42.982094
56.836296	34.820995	203.8531	38.110973
98.86182	24.60144	198.09424	29.019283
104.215324	22.894333	202.14214	30.778728
68.31677	39.244728	211.12	25.096523
55.11985	30.58251	154.99908	39.85545
115.2093	17.70274	233.79984	11.724563
4.695459	9.7089405	101.63715	51.27238
75.69555	35.14014	202.33328	27.475033
63.066772	42.783314	217.6988	27.549015
86.23215	29.123106	216.32182	31.640799
97.85216	35.37744	228.66534	29.070663
77.63693	16.016562	179.97235	30.430248
59.445747	27.258976	137.77452	25.835245
135.1873	50.926895	244.29533	23.986094
54.993774	28.884726	182.23909	42.12656
19.957062	26.069416	155.39224	39.471684
32.00893	23.388748	177.92894	39.013912
75.88192	38.80934	174.28328	28.097326
45.526802	34.483604	165.00926	35.68763
33.839127	26.091465	162.39374	21.564653
60.61277	39.43699	183.36852	33.881363
101.71532	18.723885	144.52171	14.309876
69.37128	26.25915	158.76367	34.516304
91.00823	32.666233	214.30238	30.278755
58.09097	31.29597	166.17786	27.306215
40.732876	31.818293	218.01376	32.029186
85.529526	18.4483	148.87163	22.648737
101.83921	43.011906	232.56232	25.163305
48.521626	18.59918	126.70606	27.571089
102.5984	19.706347	151.13951	18.93551
56.197678	31.86912	167.24442	30.236954
33.51063	18.3431	161.21129	36.544487
176.98158	50.007088	247.77798	11.17979
102.26212	48.129326	254.84535	21.115154
78.69565	23.392254	142.77989	28.426952
46.81325	26.07918	146.64708	52.46939
40.859146	31.742886	172.72223	36.710114
49.456116	26.477118	143.921	32.460564
48.005608	25.796852	160.27866	37.597935
111.67865	48.20346	228.2539	28.167307
61.04656	30.737974	175.52562	23.766129
50.63204	27.85252	135.9787	32.8815
88.842865	46.431213	234.7985	32.81177
103.39798	25.066265	214.56007	20.883339
29.290447	15.98366	96.68216	42.86184
